id;title;original_language;release_date;popularity;vote_average;runtime;genre_names;;;
10377;Nezulla the Rat Monster;ja;25/10/2002;0.6;3;90;Horror;;;
10378;Man Hunting;ja;23/04/2010;0.6;6;67;Horror;;;
10379;Man Hunting: Redemption;ja;06/07/2011;0.6;4;70;Horror;;;
10380;Killer Mermaid;sr;08/03/2014;5.08;4.2;90;Fantasy, Horror;;;
10381;The Puppet;ko;20/06/2013;2.943;5.5;85;Horror, Thriller;;;
10382;Strovengah: Amor Torto;pt;21/01/2011;0.627;5;89;Horror;;;
10383;Certified;en;23/01/2011;0.6;6.3;9;Drama, Horror;;;
10384;Apocalyptic;en;28/07/2014;2.394;4.8;84;Drama, Horror;;;
10385;Rintihan Kuntilanak Perawan;id;14/10/2010;0.873;5;76;Horror;;;
10386;Ragini MMS 2;hi;21/03/2014;2.812;4.3;120;Horror;;;
10387;Ismail Yassine in the House of Ghosts;ar;22/03/1951;0.6;6.1;95;Comedy, Horror;;;
10388;Mortician;zh;10/05/2013;0.84;6.5;95;Comedy, Horror, Thriller;;;
10389;Tom Holland's Twisted Tales;en;01/04/2014;3.303;3.9;144;Horror;;;
10390;The Touch;ru;02/01/1992;0.914;6.6;92;Drama, Horror, Mystery, Thriller;;;
10391;Agadam;en;03/01/2014;0.6;3;0;Horror, Thriller;;;
10392;House of Dreams;en;11/09/1963;0.6;5;69;Horror, Mystery;;;
10393;The Curse of Nostradamus;es;31/08/1961;1.4;4.7;0;Horror, Mystery;;;
10394;Play Time;en;20/12/2013;0.6;6;3;Horror;;;
10395;A...;en;29/12/2013;0.6;6;3;Horror;;;
10396;Dare;en;31/10/2013;0.874;4;3;Horror;;;
10397;Under Surveillance;en;01/10/2006;0.6;4;89;Horror, Mystery;;;
10398;The Empty Acre;en;14/08/2007;0.6;3;104;Drama, Horror;;;
10399;Karma - Enigma of Death;pt;01/01/1984;0.84;10;85;Horror, Mystery;;;
10400;Boob;en;02/02/2009;0.742;7.2;3;Comedy, Horror;;;
10401;Happy Camp;en;25/03/2014;2.207;4.2;75;Horror, Thriller;;;
10402;The Man in White;es;22/04/1994;1.131;3.8;90;Crime, Horror, Mystery, Thriller;;;
10403;Spiker;en;16/10/2007;1.84;2.3;90;Horror;;;
10404;CanniBallistic!;en;16/01/2002;0.891;0;89;Horror;;;
10405;The Spaniard's Curse;en;01/06/1958;0.728;5.9;80;Horror, Thriller;;;
10406;Why Try to Escape from That Which You Know You Can't Escape From? Because You Are a Coward;da;26/03/1970;1.411;4.3;8;Horror, Mystery;;;
10407;Toxin;en;25/02/2014;2.67;3.3;72;Action, Horror, Science Fiction;;;
10408;Mortal Remains;en;06/06/1972;0.6;10;0;Horror;;;
10409;They;en;19/11/1993;0.84;6.2;100;Drama, Horror, Mystery, TV Movie;;;
10410;The Hunched Donkey;es;26/08/2009;0.963;5;92;Horror;;;
10411;A Wicked Ghost;cn;04/11/1999;5.022;5.5;85;Horror;;;
10412;The Criminals, Part 2: Homicides;cn;13/08/1976;1.288;4;103;Crime, Horror;;;
10413;The Criminals, Part 5: The Teenager's Nightmare;cn;11/11/1977;2.086;6;99;Crime, Drama, Horror;;;
10414;Space Probe Taurus;en;01/01/1965;1.4;3.7;81;Horror, Science Fiction;;;
10415;The Lake;en;01/02/1998;1.522;5;95;Horror, Mystery, Science Fiction;;;
10416;Attack of the Hideopoid;en;01/01/1989;0.6;0;83;Horror;;;
10417;Nocturna;pt;28/03/2010;0.6;0;6;Drama, Horror;;;
10418;Tompta Gudh;sv;16/09/2002;0.6;8.5;30;Comedy, Fantasy, Horror;;;
10419;Kiyamet;bs;29/03/2011;0.6;4;10;Animation, Fantasy, Horror;;;
10420;Lurid Tales: The Castle Queen;en;26/08/1997;1.384;2.8;76;Drama, Fantasy, Horror;;;
10421;The Inferno;ja;03/06/1979;1.428;7;131;Horror;;;
10422;Bleeding Through;en;30/06/2012;0.624;1;84;Horror;;;
10423;Hallowed;en;07/12/2005;0.6;4;80;Horror;;;
10424;MurderDrome;en;22/11/2013;0.743;3.2;71;Action, Horror;;;
10425;Chocolate Strawberry Vanilla;en;24/11/2013;2.118;5.7;85;Comedy, Drama, Horror;;;
10426;Tokyo: The Last War;ja;15/09/1989;1.179;8;107;Fantasy, Horror, Science Fiction;;;
10427;The Unwanted;en;31/03/2014;3.509;3.8;95;Drama, Horror, Mystery;;;
10428;Gravy;en;02/10/2015;2.986;5.8;98;Comedy, Horror;;;
10429;Agatha, laß das Morden sein!;de;22/12/1960;0.6;4.3;98;Comedy, Crime, Horror;;;
10430;Jonathan;de;15/05/1970;2.239;5.5;97;Drama, Horror;;;
10431;Sparrow;en;29/10/2010;1.233;4.7;72;Horror;;;
10432;Darkest Night;en;20/10/2012;0.808;2.4;99;Drama, Horror;;;
10433;L'ogre;fr;;;;;;;;
10434;Rudyard Kipling's Mark of the Beast;en;23/10/2012;0.844;0;75;Horror;;;
10435;Curse of the Moon Child;en;31/03/1972;0.6;0;95;Horror, TV Movie;;;
10436;The Midnight Disease;en;04/09/2011;0.623;4;95;Comedy, Horror;;;
10437;Skeletons;en;04/04/1997;1.214;4.8;87;Drama, Horror, Thriller, TV Movie;;;
10438;Bhuloka Rambhai;ta;13/01/1958;0.6;0;168;Horror;;;
10439;Curse of the Blood;ja;30/05/1968;1.4;6.7;88;Horror;;;
10440;Bloodline;en;02/07/2004;0.6;0;96;Horror;;;
10441;Shock;ta;;;;;;;;
10442;Haunted House on Sorority Row;en;21/02/2014;0.781;4.3;81;Horror;;;
10443;Precocious Movie Kids;no;31/03/2014;0.6;0;3;Comedy, Horror;;;
10444;Ammar: Cin Tarikatı;tr;01/12/2014;0.6;3.5;0;Horror;;;
10445;Corpsing;en;06/08/2013;0.6;2.5;90;Horror;;;
10446;Monster;en;19/06/2005;2.589;6.7;10;Horror, Thriller;;;
10447;Night Of The Pumpkin;en;20/04/2010;1.151;3.9;90;Horror;;;
10448;Die Watching;en;25/08/1993;0.958;2;88;Crime, Horror;;;
10449;Wolf Lake;en;08/02/1980;6.096;6.5;88;Horror, Thriller;;;
10450;WolfCop;en;06/06/2014;6.573;5.3;79;Comedy, Horror;;;
10451;Phantasm: Ravager;en;07/10/2016;6.035;4.9;87;Action, Fantasy, Horror, Science Fiction;;;
10452;The House of Exorcism;en;02/04/1975;2.732;4.6;92;Horror;;;
10453;Coyote;en;03/04/2010;0.963;7;24;Drama, Horror;;;
10454;Catacombs;en;10/01/1964;0.878;5.6;84;Horror, Mystery, Thriller;;;
10455;Ghost Writer;en;07/12/1989;1.821;2.3;94;Comedy, Horror;;;
10456;Indriyam;ml;01/08/2000;3.493;5.5;129;Horror;;;
10457;Mortified;en;10/12/2011;0.6;0;0;Horror;;;
10458;Deadly Presence;en;07/09/2012;1.183;5;90;Horror;;;
10459;Zombie Hood;en;08/06/2013;1.496;3.9;90;Action, Horror, Science Fiction;;;
10460;Death by VHS;en;17/09/2013;1.629;4.5;75;Horror;;;
10461;And When She Was Bad...;en;01/01/1973;0.667;3.5;85;Drama, Horror;;;
10462;Street of Mirrors;it;14/04/1983;1.123;5;82;Crime, Horror, Mystery, Thriller;;;
10463;The Corrupted;en;07/05/2010;2.566;2.7;76;Horror, Science Fiction;;;
10464;Spirits;vi;07/05/2004;0.6;5.6;120;Horror, Thriller;;;
10465;The Apostles;zh;17/01/2014;1.136;1;100;Horror, Mystery, Thriller;;;
10466;Zero;en;11/01/2014;0.6;9.5;23;Action, Horror;;;
10467;Dead in the Water;en;01/01/2006;1.016;4.5;85;Horror;;;
10468;After Darkness;en;01/02/1985;1.142;4.6;104;Drama, Horror, Thriller;;;
10469;Dead Sea;en;15/04/2014;4.551;4.5;90;Action, Adventure, Horror, Mystery, Science Fiction, Thriller;;;
10470;Knock Knock;en;26/06/2015;52.877;5.3;99;Drama, Horror, Thriller;;;
10471;Yaamirukka Bayamey;ta;09/05/2014;1.615;6.3;130;Comedy, Horror;;;
10472;The Campground;en;12/11/2013;0.6;0;54;Horror;;;
10473;The Lively Vampires of Vögel;es;16/11/1975;0.6;4;84;Comedy, Horror;;;
10474;Bedlam;es;;;;;;;;
10475;Beckoning the Butcher;en;23/11/2013;2.604;4.7;80;Drama, Horror, Thriller;;;
10476;Jugular;en;01/02/2014;0.958;6.5;86;Horror, Thriller;;;
10477;The Drownsman;en;22/08/2014;3.942;4.6;88;Fantasy, Horror, Thriller;;;
10478;Castle of Horror;de;16/09/2010;0.6;0;0;Horror;;;
10479;Nerves;de;15/11/2008;0.6;0;0;Horror;;;
10480;The Graveyard Story;en;29/07/1991;0.696;1.5;93;Horror;;;
10481;Bilocation;ja;21/10/2013;2.45;7;119;Horror;;;
10482;Stripped;en;13/05/2014;2.878;4.5;80;Comedy, Horror, Thriller;;;
10483;Reflections;sh;01/02/1987;1.839;6.2;102;Drama, Horror;;;
10484;The Night of the Beast;en;01/01/1988;1.058;5.5;80;Action, Horror, Science Fiction;;;
10485;In the Little Mansion;en;01/01/2002;0.6;0;106;Drama, Horror;;;
10486;La mujer del diablo;es;13/06/1974;4.783;4;0;Drama, Horror;;;
10487;Headcrusher;en;01/01/1999;0.918;3.5;85;Horror;;;
10488;Crystal Force 2: Dark Angel;en;01/01/1994;1.197;4.3;85;Horror;;;
10489;It was a Midsummer's Afternoon;en;11/04/2014;0.6;0;4;Horror, Thriller;;;
10490;Apartment 18;ru;13/03/2014;1.05;4.9;89;Horror, Mystery, Thriller;;;
10491;Witchcraft;en;01/01/1961;0.6;0;30;Horror, TV Movie;;;
10492;Story of Triumphant Love;pl;28/05/1969;0.6;5.6;27;Drama, Horror, TV Movie;;;
10493;The Incident;es;17/05/2014;8.333;6.9;102;Horror, Science Fiction, Thriller;;;
10494;Sexandroide;fr;;;;;;;;
10495;Suzie;en;01/01/2012;0.6;0;10;Horror;;;
10496;Brain Sex;ja;23/12/1988;5.531;6.1;63;Crime, Drama, Horror;;;
10497;Meet Me There;en;04/04/2014;2.667;3.7;93;Drama, Horror, Thriller;;;
10498;Synevir;en;11/01/2013;0.77;2.6;73;Drama, Horror;;;
10499;Visitors;en;18/12/2014;7.561;6.8;100;Horror;;;
10500;Sexy Adventures of Van Helsing;en;27/10/2004;5.238;4.3;90;Comedy, Horror;;;
10501;Alter Ego;ja;07/12/2002;0.671;6.5;63;Horror;;;
10502;Creaturealm: From the Dead;en;01/01/1998;1.383;0;82;Horror;;;
10503;Great White;en;01/01/1998;0.696;2.5;86;Horror;;;
10504;The Leper;pt;01/01/1975;0.6;0;33;Drama, Horror;;;
10505;Science Team;en;11/04/2014;2.421;5.7;82;Comedy, Fantasy, Horror, Science Fiction;;;
10506;Dara;id;19/10/2007;1.203;8.5;22;Horror;;;
10507;Curse of Lola;zh;03/11/2005;0.63;3;91;Horror;;;
10508;The Haunting at Thompson High;en;15/08/2005;0.902;2.3;85;Horror, Horror;;;
10509;Poison Sweethearts;en;15/07/2008;0.6;6.8;70;Horror;;;
10510;Oculus: Chapter 3 - The Man with the Plan;en;01/03/2006;1.893;6.4;32;Horror;;;
10511;Gorgon Video Magazine Vol. 2;en;15/04/1990;0.653;10;90;Documentary, Horror;;;
10512;Rock N Roll Mobster Girls;en;15/04/1988;0.6;0;110;Comedy, Crime, Horror;;;
10513;Hansel and Gretel Lost in the Forest;de;20/02/1970;0.988;1;82;Comedy, Drama, Fantasy, Horror;;;
10514;Men in White;en;07/06/2007;1.167;3;88;Comedy, Horror;;;
10515;The Canal;en;10/10/2014;8.382;5.7;93;Horror, Mystery, Thriller;;;
10516;Extraterrestrial;en;17/10/2014;11.134;5.5;101;Horror, Science Fiction;;;
10517;Indigenous;en;16/04/2014;9.606;5.7;86;Horror;;;
10518;Preservation;en;22/08/2014;8.258;4.8;90;Horror, Thriller;;;
10519;Vampire;en;07/10/1979;3.03;7.5;100;Horror, TV Movie;;;
10520;The Lashman;en;19/04/2014;1.169;2;84;Horror;;;
10521;Evil Never Dies;ru;13/01/2014;0.926;4.1;0;Horror, Thriller;;;
10522;Time to Kill;en;21/03/2014;1.337;3.7;71;Action, Comedy, Horror;;;
10523;Rosenkavalier;en;09/10/1997;0.621;2;81;Crime, Horror, Thriller;;;
10524;Summer of Blood;en;17/10/2014;3.033;4.8;86;Comedy, Horror;;;
10525;Deadly Love;en;18/04/1987;0.909;2;90;Horror;;;
10526;Fright House;en;16/10/1989;0.68;2;110;Horror;;;
10527;Khooni Murdaa;hi;23/02/1989;1.4;0;127;Fantasy, Horror, Mystery;;;
10528;Pieces of Darkness;en;18/04/1989;0.6;0;74;Horror;;;
10529;Terrifying Tales;en;;;;;;;;
10530;Nosferatu vs. Father Pipecock & Sister Funk;en;09/03/2014;2.159;2;134;Adventure, Comedy, Fantasy, Horror, Science Fiction;;;
10531;Zombi Kilang Biskut;en;20/03/2014;0.6;0;110;Comedy, Horror;;;
10532;Caged In;pt;01/01/1997;0.6;5;33;Drama, Horror, Thriller;;;
10533;Da Possessed;en;19/04/2014;0.663;6;120;Comedy, Horror;;;
10534;Blood Circus;en;30/11/1985;0.6;0;101;Action, Comedy, Horror, Science Fiction;;;
10535;Molly Crows;en;01/01/2013;0.6;5;87;Horror;;;
10536;Hi, Inspector 2 - Vampires Are Among Us;sh;11/12/1989;0.65;5;90;Comedy, Crime, Horror;;;
10537;Beauty Evil Rose;cn;11/09/1992;2.732;5;90;Horror;;;
10538;Francis;en;29/09/2013;0.6;6.2;8;Animation, Drama, Horror, Mystery, Thriller;;;
10539;VDO Clip;en;;;;;;;;
10540;Unforgotten Love;en;23/04/2010;0.623;6;73;Horror;;;
10541;Time Out for Trouble;en;01/01/1961;0.6;0;20;Documentary, Horror;;;
10542;Sticks and Stones: An Exploration of the Blair Witch Legend;en;26/10/1999;0.6;5;30;Horror;;;
10543;Nightmares;ja;22/06/2004;0.6;10;10;Horror;;;
10544;Kamen Rider Amazon: The Movie;ja;21/03/1975;0.81;0;24;Action, Adventure, Horror, Science Fiction;;;
10545;The Damned Thing;sh;01/01/1975;0.6;5.8;57;Drama, Horror;;;
10546;Ms. Cannibal Holocaust;en;24/04/2012;1.178;10;72;Action, Horror;;;
10547;Snuff 2000;en;01/01/2002;0.673;3;8;Horror;;;
10548;Pet Peeve;ja;20/07/2013;0.6;5.4;87;Horror;;;
10549;Closer to God;en;25/07/2014;3.519;5.4;81;Horror, Science Fiction, Thriller;;;
10550;Curiosity;en;23/09/2009;0.884;5.4;10;Horror, Thriller;;;
10551;Sequence;en;11/10/2013;0.6;7.4;20;Action, Fantasy, Horror, Mystery;;;
10552;The Skin of Your Teeth;en;30/10/2009;0.6;0;14;Horror;;;
10553;Liebe, Tod und Eisenbahn;de;01/01/1989;0.87;7;90;Comedy, Horror, Thriller;;;
10554;An Uninvited Guest;ko;17/11/2011;0.6;5.5;81;Horror, Thriller;;;
10555;Darker Than Night;es;05/09/2014;6.255;4.5;100;Horror, Thriller;;;
10556;Zombie Planet;en;19/10/2004;1.328;5.7;119;Horror, Science Fiction;;;
10557;Arcana;ja;19/10/2013;1.321;5.2;89;Horror, Thriller;;;
10558;The Hole;ko;01/11/1997;2.146;6.6;100;Horror, Thriller;;;
10559;Heartstopper;en;22/10/1989;2.627;5.7;90;Horror;;;
10560;Speck;en;01/10/2002;0.887;7;79;Crime, Horror, Mystery, Thriller;;;
10561;The Werewolf Reborn!;en;20/10/1998;0.949;3;70;Action, Fantasy, Horror;;;
10562;The Shining: Forwards and Backwards;en;09/03/2011;2.079;2;144;Horror;;;
10563;Ursula;en;;;;;;;;
10564;Mark Of The Witch;en;17/05/2014;3.384;3.1;80;Fantasy, Horror, Science Fiction;;;
10565;Curse of the Mayans;es;02/01/2017;2.791;4.1;90;Horror, Science Fiction;;;
10566;Barbarous Mexico;es;18/10/2014;5.353;5.1;110;Fantasy, Horror;;;
10567;Psycho Sleepover;en;18/10/2008;1.926;3;86;Horror;;;
10568;V/H/S: Viral;en;;;;;;;;
10569;Black Mountain Side;en;26/01/2016;8.207;5.2;99;Horror, Mystery, Thriller;;;
10570;She Who Must Burn;en;01/01/2015;1.854;5.2;90;Drama, Horror, Thriller;;;
10571;The Blue Eyes;en;30/08/2013;0.949;4.3;94;Horror;;;
10572;Vampire Assassin;en;09/08/2005;1.312;2.9;90;Action, Horror;;;
10573;Dirty Love;en;07/10/2009;0.6;5.4;86;Action, Comedy, Horror;;;
10574;Low;en;01/01/2011;1.216;0;76;Horror, Thriller;;;
10575;Zombie Planet 2: Adam's Revenge;en;31/10/2005;0.926;6.5;90;Horror;;;
10576;Zombie Planet 3: Kane Chronicles;en;13/06/2013;0.6;10;113;Horror;;;
10577;The Similars;es;25/09/2015;6.143;6.1;89;Horror, Science Fiction;;;
10578;Warau Iemon;ja;07/02/2004;0.877;5;128;Drama, Horror;;;
10579;Circus of the Dead;en;02/05/2014;1.223;5.7;105;Horror, Thriller;;;
10580;Departyd;en;04/11/2007;0.6;0;4;Horror;;;
10581;Santo vs. Black Magic Woman;es;04/10/1973;0.6;5.2;95;Adventure, Horror;;;
10582;Hungerford;en;03/05/2014;4.552;4.1;79;Action, Horror, Science Fiction;;;
10583;Naprata;sr;16/10/2013;0.6;4.5;65;Horror, Mystery;;;
10584;Plague;en;26/09/2009;0.6;1;17;Horror;;;
10585;The Mummy Resurrected;en;01/03/2014;5.249;3.9;80;Horror;;;
10586;All American Horror: Gateway to Hell;en;01/06/2013;2.718;5.5;0;Documentary, Horror;;;
10587;Second Sight;de;27/10/1982;0.84;5.3;101;Drama, Horror;;;
10588;Anna's Eve;en;01/01/2004;0.6;3;0;Horror;;;
10589;Desde el más allá;es;03/10/2017;1.644;6.2;100;Horror, Mystery;;;
10590;Legend Quest: The Legend of the Guanajuato Mummies;es;30/10/2014;27.046;7.9;83;Adventure, Animation, Comedy, Family, Horror;;;
10591;The Westing Game;en;14/09/1997;1.83;7.7;95;Drama, Family, Horror, Mystery;;;
10592;RAW 2;de;08/05/2014;0.891;5;0;Horror;;;
10593;Nightlight;en;27/03/2015;6.668;4.8;85;Horror, Thriller;;;
10594;I Heart U;en;08/05/2014;0.937;2;92;Comedy, Horror;;;
10595;1 Hour to Die 2;en;01/01/2013;0.6;0;76;Drama, Horror, Thriller;;;
10596;Shira: The Vampire Samurai;en;01/01/2005;0.651;3.3;0;Action, Adventure, Horror;;;
10597;Echoes in the Dark;es;15/08/2013;0.6;5.5;77;Horror;;;
10598;The Forbidden Dimensions;en;01/01/2013;3.895;2.9;86;Horror, Science Fiction, Thriller;;;
10599;The Best Of Tromadance Film Festival: Volume 2;en;14/01/2003;0.6;0;90;Comedy, Horror;;;
10600;House of Dust;en;01/11/2013;2.232;4.4;90;Horror, Thriller;;;
10601;Kidnapped Souls;en;01/01/2012;0.6;0;84;Horror;;;
10602;The House of Ghosts;hr;01/01/1998;0.6;0;47;Drama, Horror;;;
10603;Love and Rage;sh;01/01/1978;0.68;5.7;95;Adventure, Drama, Horror;;;
10604;CroatianFiles;en;13/01/2013;0.624;0.5;3;Horror;;;
10605;Badai Selatan;id;15/02/1960;0.6;0;92;Drama, Horror;;;
10606;RoomMate;ja;09/11/2013;2.62;6.3;110;Horror, Thriller;;;
10607;Full Moon Over Belgrade;sr;14/07/1993;0.6;5;92;Comedy, Drama, Horror;;;
10608;The Dream of Dr. Mišić;sh;01/01/1973;0.6;7;71;Drama, Horror;;;
10609;Bloodsuckers;sh;01/01/1989;0.6;0;86;Comedy, Horror;;;
10610;The Maiden's Tune;sh;01/01/1973;0.61;6;55;Horror, Mystery, TV Movie;;;
10611;Infection;hr;22/07/2003;0.681;5;105;Horror;;;
10612;Mor;hr;01/01/1992;0.6;0;63;Drama, Horror;;;
10613;Wrath of the Dead: Prologue;en;08/02/2014;0.807;0;3;Action, Horror;;;
10614;Asylum of Terror;en;01/01/1998;0.991;1;75;Horror;;;
10615;The Temptress and the Monk;ja;14/08/1957;0.6;0;88;Drama, Fantasy, Horror;;;
10616;Darna;tl;25/12/1991;2.137;0;103;Action, Comedy, Horror;;;
10617;Mad Sad Bad;ko;15/05/2014;1.525;9;117;Fantasy, Horror;;;
10618;The Knight of the Night;fr;22/11/1953;0.814;5.1;88;Drama, History, Horror;;;
10619;Brainjacked;en;01/01/2009;0.936;0;93;Horror, Science Fiction;;;
10620;Steadfast Stanley;en;05/05/2014;0.6;6.3;4;Adventure, Animation, Comedy, Horror;;;
10621;Km 31-2;es;04/11/2016;6.376;6.6;105;Horror, Mystery;;;
10622;I REC U;en;25/09/2015;1.363;7;116;Fantasy, Horror;;;
10623;Adharvam;ml;01/06/1989;0.6;0;0;Adventure, Fantasy, Horror;;;
10624;Fatal Love;cn;15/05/1993;4.073;0;90;Drama, Horror;;;
10625;Alleluia;fr;26/11/2014;4.996;6;93;Drama, Horror, Thriller;;;
10626;Virgin Beach Creature;id;17/02/2011;0.6;0;78;Horror, Thriller;;;
10627;Black River Monster;en;14/05/1986;0.65;3.5;48;Comedy, Horror;;;
10628;Aparichithan;ml;16/07/2004;2.698;4.8;116;Horror;;;
10629;The Girlfriend;en;01/01/2005;0.6;5.5;32;Horror, Thriller;;;
10630;Laura Panic;en;27/08/2008;0.6;4.4;4;Horror, Thriller;;;
10631;The Gateway Meat;en;08/01/2008;0.772;4.3;69;Horror;;;
10632;Alucardos: Portrait of a Vampire;es;14/04/2011;1.285;3.4;88;Documentary, Horror;;;
10633;Colony of the Dark;en;01/01/1995;0.6;0;83;Horror, Science Fiction;;;
10634;The Night Nurse;en;01/01/1978;0.6;8;78;Horror, Mystery, TV Movie;;;
10635;April Apocalypse;en;12/10/2013;4.655;6.1;84;Comedy, Horror, Romance;;;
10636;Stoned Dead;en;01/07/2006;0.6;3.5;94;Horror, Mystery;;;
10637;Hana-Dama;ja;18/01/2014;1.133;6.2;106;Drama, Horror;;;
10638;I Was a Teenage Werebear;en;01/09/2011;1.329;6.3;30;Horror;;;
10639;Go To Hell;en;16/10/1999;0.953;4.5;90;Adventure, Comedy, Horror;;;
10640;Neverlake;en;25/04/2014;4.649;5;86;Drama, Horror, Mystery;;;
10641;Night of the Witches;en;03/12/1971;0.6;4;75;Horror;;;
10642;Erotic Witchcraft;fr;26/07/1972;0.6;4;90;Horror;;;
10643;Devil's Ecstasy;en;16/04/1976;0.747;9.8;73;Horror;;;
10644;The Red House;en;17/05/2014;0.933;4.3;88;Drama, Horror, Thriller;;;
10645;It Follows;en;24/09/2014;50.294;6.6;101;Horror, Mystery;;;
10646;The Heart of the Damned;en;17/05/2008;0.6;5.3;28;Horror;;;
10647;Sex of the Devil;it;26/01/1971;1.508;4;93;Drama, Horror, Thriller;;;
10648;The Haunted Girl;th;01/01/1973;0.6;0;0;Horror;;;
10649;Filth Eating Spirit;th;01/01/1985;0.6;5;77;Horror;;;
10650;The Building;vi;01/04/1999;0.6;0;90;Horror, Thriller;;;
10651;The Lost Generation;en;;;;;;;;
10652;Freshman Psych;en;01/06/2008;0.6;0;94;Horror, Thriller;;;
10653;Good Day for the Bad Guys;en;01/01/1995;0.712;5.5;25;Comedy, Drama, Horror;;;
10654;Church of the Damned;en;01/01/1985;0.6;0;0;Horror;;;
10655;Kingdom of the Vampire;en;30/10/2007;0.985;0;82;Horror;;;
10656;Filth Eating Spirit Bites Ogre;th;01/01/1990;0.6;0;93;Horror;;;
10657;Konthayum Poonoolum;ml;14/03/2014;0.84;6.5;119;Horror, Mystery;;;
10658;Phantom of Snake;zh;13/04/2000;0.6;0;80;Horror;;;
10659;The Gifts of My Cousin Maria;sh;01/01/1969;0.6;0;47;Drama, Horror;;;
10660;Hellinger;en;01/01/1997;0.6;4.8;90;Horror;;;
10661;3 Wicked Witches;en;01/01/2014;2.977;5.2;75;Comedy, Horror, Thriller;;;
10662;101 Modern LA Vampires;en;01/01/2014;0.933;0;77;Horror, Mystery, Thriller;;;
10663;1st Bite;en;31/12/2006;1.732;0;120;Fantasy, Horror, Romance;;;
10664;Horror House;en;14/10/2012;1.262;4.5;0;Horror;;;
10665;Love of My Life;en;01/01/2013;2.274;4.9;96;Horror, Thriller;;;
10666;When Animals Dream;da;12/06/2014;5.107;5.6;84;Drama, Horror, Mystery;;;
10667;Corpus Crispi;sl;01/01/2009;0.6;4;89;Horror, Mystery, Thriller;;;
10668;Zagorje Specialty;hr;16/08/2011;0.6;6.1;45;Horror;;;
10669;The Last Survivors;en;12/06/2014;37.163;6.3;95;Action, Horror, Thriller;;;
10670;666: Devilish Charm;en;01/05/2014;2.819;3.9;75;Horror, Thriller;;;
10671;Lizard Man;en;01/01/2012;1.308;5.3;81;Horror, Science Fiction;;;
10672;Blood Lake;en;25/05/2014;5.427;4.6;90;Horror, Thriller;;;
10673;Survive;en;01/01/2013;0.994;7;0;Horror;;;
10674;The Fergusons;en;17/05/2011;1.177;4;80;Comedy, Horror;;;
10675;Rot;en;01/01/1997;0.6;0;80;Horror;;;
10676;Hungry Ghost Ritual;cn;10/07/2014;1.697;5.6;82;Horror;;;
10677;3 Pocong Idiot;id;03/05/2012;1.14;4.5;81;Comedy, Horror;;;
10678;Devil Rider!;en;01/01/1989;0.6;0;84;Action, Horror;;;
10679;Gallery Of Fear;en;23/06/2012;1.54;4.3;0;Horror;;;
10680;Attack of the Brainsucker;en;28/09/2012;0.684;6.7;14;Fantasy, Horror, Science Fiction;;;
10681;The Woman Who Speaks With the Dead;es;31/05/2014;0.751;3;0;Comedy, Horror;;;
10682;Slashers Gone Wild!;en;11/08/2006;1.152;8;78;Comedy, Horror;;;
10683;Mushrooms;en;20/07/1995;1.049;4.2;93;Comedy, Horror;;;
10684;The Wicked Ghost III: The Possession;zh;01/01/2002;2.646;5;87;Horror;;;
10685;Paciente 27;en;02/10/2014;1.245;4.4;0;Horror;;;
10686;The Misled Romance of Cannibal Girl and Incest Boy;en;27/10/2007;0.652;5.3;13;Comedy, Horror, Romance;;;
10687;Demon Legacy;en;23/05/2014;3.933;4.9;93;Horror;;;
10688;Beyond Skyline;en;20/10/2017;9.264;5.2;105;Action, Adventure, Horror, Science Fiction;;;
10689;Malignant;en;04/10/2013;3.234;4.4;85;Horror, Science Fiction, Thriller;;;
10690;Cut/Print;en;31/10/2012;1.552;5.4;92;Horror, Thriller;;;
10691;Visions of Horror;en;01/01/2007;0.6;0;0;Horror;;;
10692;Blood Guardian;en;15/10/2009;0.6;0.5;90;Horror;;;
10693;Chain of Souls;en;;;;;;;;
10694;Don't Open Your Eyes;cn;01/01/2006;1.738;1;94;Comedy, Horror;;;
10695;Sleeping with the Dead;cn;04/07/2002;0.919;3.5;0;Horror;;;
10696;Stricken;en;27/07/2010;1.404;3.5;90;Horror, Thriller;;;
10697;Deep in the Darkness;en;29/04/2014;6.754;4.7;100;Horror, Thriller;;;
10698;Goregasm;en;03/11/2007;2.015;0;0;Comedy, Horror;;;
10699;The Hut;ko;13/06/1981;0.6;6;93;Crime, Drama, History, Horror, Mystery;;;
10700;Rotkäppchen: The Blood of Red Riding Hood;en;13/10/2009;0.75;4.3;105;Drama, Fantasy, Horror, Mystery;;;
10701;Curse of the Stone Hand;en;03/03/1965;2.035;1;67;Drama, Horror;;;
10702;The Cursed Palace;ar;05/06/1962;0.6;5.3;82;Horror, Mystery;;;
10703;Supernatural;es;11/01/1982;2.121;6;86;Horror;;;
10704;Sacrament;en;07/06/2014;1.692;4.1;105;Drama, Horror, Thriller;;;
10705;Alien from the Darkness;ja;24/01/1997;5.327;5.3;50;Animation, Horror, Science Fiction;;;
10706;The Last Light: An Irish Ghost Story;en;01/01/2011;0.6;2.5;85;Horror;;;
10707;Broken Silence;de;01/01/1988;0.6;6;80;Comedy, Crime, Drama, Horror, Mystery;;;
10708;Haunting Villisca;en;09/01/2009;0.6;0;156;Drama, Horror, Mystery;;;
10709;Weenie Roast Massacre;en;15/11/2007;0.6;3.3;0;Comedy, Horror;;;
